,OlfN,TotalN,Tokens
steven_NN,27,0,"['steven_NNP', 'steven_NN']"
convenient_JJ,56,0,['convenient_JJ']
noaa_NN,12,0,['noaa_NNP']
known_JJ,30,0,['known_JJ']
schilling_NN,10,0,['schilling_NNP']
porn_NN,20,0,['porn_NN']
circle_VB,17,0,"['circle_VBN', 'circle_VBZ', 'circle_VBG', 'circle_VBD']"
can_NN,16,0,"['can_NN', 'can_NNP', 'can_NNS']"
befuddle_VB,10,0,['befuddle_VBN']
vinson_NN,10,0,['vinson_NNP']
ah_RB,10,0,['ah_RB']
primary_NN,16,0,"['primary_NN', 'primary_NNPS', 'primary_NNS']"
target_VB,138,0,"['target_VB', 'target_VBN', 'target_VBD', 'target_VBG', 'target_VBZ', 'target_VBP']"
pediatric_JJ,13,0,['pediatric_JJ']
dyslexic_JJ,17,0,['dyslexic_JJ']
summertime_NN,11,0,"['summertime_NN', 'summertime_NNP']"
jensen_NN,12,0,['jensen_NNP']
bicycle_NN,44,0,"['bicycle_NN', 'bicycle_NNS', 'bicycle_NNP']"
ambush_VB,15,0,['ambush_VBN']
designate_VB,51,0,"['designate_VBN', 'designate_VBG', 'designate_VB', 'designate_VBP']"
adhd_NN,34,0,['adhd_NNP']
taft_NN,12,0,['taft_NNP']
nist_NN,18,0,['nist_NNP']
league_NN,116,0,"['league_NNP', 'league_NN', 'league_NNS', 'league_NNPS']"
persona_NN,22,0,"['persona_NN', 'persona_NNS']"
no._NN,63,0,"['no._NN', 'no._NNP']"
van_NN,111,0,"['van_NNP', 'van_NN', 'van_NNS']"
holmes_NN,39,0,"['holmes_NNP', 'holmes_NNPS']"
bmw_NN,15,0,['bmw_NNP']
privy_JJ,15,0,['privy_JJ']
brutally_RB,11,0,['brutally_RB']
nfl_NN,32,0,['nfl_NNP']
sue_VB,78,0,"['sue_VBN', 'sue_VB', 'sue_VBG', 'sue_VBP', 'sue_VBD']"
stack_NN,16,0,"['stack_NNS', 'stack_NNP']"
slot_NN,19,0,"['slot_NN', 'slot_NNS', 'slot_NNP']"
proven_JJ,10,0,['proven_JJ']
cervix_NN,28,0,['cervix_NN']
orator_NN,13,0,"['orator_NN', 'orator_NNS', 'orator_NNP']"
trash_VB,18,0,"['trash_VBN', 'trash_VB', 'trash_VBG', 'trash_VBD']"
cable_NN,68,0,"['cable_NN', 'cable_NNS', 'cable_NNP']"
filing_NN,20,0,"['filing_NN', 'filing_NNS']"
officeholder_NN,10,0,"['officeholder_NNS', 'officeholder_NN']"
intrinsically_RB,23,0,['intrinsically_RB']
compliment_VB,44,0,"['compliment_VB', 'compliment_VBD', 'compliment_VBN', 'compliment_VBG', 'compliment_VBP']"
caucus_NN,26,0,"['caucus_NNS', 'caucus_NN', 'caucus_NNP']"
cancel_VB,49,0,"['cancel_VBN', 'cancel_VBG', 'cancel_VB', 'cancel_VBD', 'cancel_VBZ']"
pity_VB,36,0,"['pity_VBN', 'pity_VBG', 'pity_VBD']"
jerk_NN,49,0,"['jerk_NN', 'jerk_NNS', 'jerk_NNPS']"
heap_NN,12,0,"['heap_NN', 'heap_NNS', 'heap_NNP']"
kissinger_NN,15,0,['kissinger_NNP']
cohen_NN,52,0,"['cohen_NNP', 'cohen_NN']"
perplexed_JJ,40,0,['perplexed_JJ']
but_NN,19,0,['but_NNP']
sandy_NN,28,0,['sandy_NNP']
stricken_VB,15,0,['stricken_VBN']
flooding_NN,12,0,['flooding_NN']
womanly_JJ,34,0,['womanly_JJ']
dot_NN,38,0,"['dot_NNP', 'dot_NNS']"
fighting_NN,24,0,['fighting_NN']
protestors_NN,16,0,['protestors_NNS']
nh_NN,15,0,['nh_NNP']
highway_NN,90,0,"['highway_NN', 'highway_NNP', 'highway_NNS']"
soulful_JJ,12,0,['soulful_JJ']
circumvent_VB,12,0,"['circumvent_VBG', 'circumvent_VB', 'circumvent_VBZ', 'circumvent_VBN', 'circumvent_VBD']"
dredge_VB,14,0,"['dredge_VB', 'dredge_VBZ', 'dredge_VBG', 'dredge_VBD', 'dredge_VBN']"
slime_NN,15,0,['slime_NN']
calculator_NN,16,0,"['calculator_NN', 'calculator_NNS']"
alright_RB,31,0,['alright_RB']
advocate_VB,75,0,"['advocate_VB', 'advocate_VBZ', 'advocate_VBN', 'advocate_VBD', 'advocate_VBG', 'advocate_VBP']"
slick_JJ,60,0,"['slick_JJ', 'slick_JJR', 'slick_JJS']"
spec_NN,21,0,"['spec_NNS', 'spec_NN', 'spec_NNP']"
rice_NN,91,0,"['rice_NN', 'rice_NNP']"
bully_NN,43,0,"['bully_NN', 'bully_NNS', 'bully_NNP']"
miers_NN,16,0,['miers_NNP']
recount_VB,51,0,"['recount_VBD', 'recount_VBZ', 'recount_VB', 'recount_VBG', 'recount_VBN', 'recount_VBP']"
helen_NN,107,0,['helen_NNP']
barry_NN,43,0,['barry_NNP']
5th_JJ,15,0,['5th_JJ']
walt_NN,24,0,['walt_NNP']
invulnerable_JJ,45,0,['invulnerable_JJ']
dylan_NN,28,0,['dylan_NNP']
electronically_RB,13,0,['electronically_RB']
concerted_JJ,13,0,['concerted_JJ']
vitamin_NN,18,0,"['vitamin_NN', 'vitamin_NNP', 'vitamin_NNS']"
coalesce_VB,18,0,"['coalesce_VB', 'coalesce_VBG', 'coalesce_VBD', 'coalesce_VBP', 'coalesce_VBN']"
enormously_RB,63,0,['enormously_RB']
facade_NN,22,0,"['facade_NN', 'facade_NNS']"
stewart_NN,50,0,"['stewart_NNP', 'stewart_NNPS']"
environmentalist_NN,62,0,"['environmentalist_NNS', 'environmentalist_NN']"
funeral_JJ,33,0,['funeral_JJ']
bum_VB,18,0,"['bum_VBD', 'bum_VBN']"
insane_JJ,42,0,['insane_JJ']
shopper_NN,65,0,"['shopper_NNS', 'shopper_NN', 'shopper_NNPS']"
enraged_JJ,49,0,['enraged_JJ']
voltage_NN,10,0,"['voltage_NN', 'voltage_NNS']"
skittish_JJ,13,0,['skittish_JJ']
coincidence_NN,25,0,"['coincidence_NN', 'coincidence_NNS']"
pizza_NN,18,0,"['pizza_NN', 'pizza_NNS']"
cliff_NN,26,0,"['cliff_NN', 'cliff_NNP', 'cliff_NNS']"
add_NN,16,0,['add_NNP']
commercial_NN,35,0,"['commercial_NN', 'commercial_NNS', 'commercial_NNP']"
turmoil_NN,70,0,['turmoil_NN']
shade_NN,92,0,"['shade_NN', 'shade_NNS', 'shade_NNP']"
soccer_NN,46,0,['soccer_NN']
excess_JJ,49,0,['excess_JJ']
doc_NN,38,0,"['doc_NN', 'doc_NNS', 'doc_NNP']"
felix_NN,12,0,['felix_NNP']
hugo_NN,14,0,"['hugo_NNP', 'hugo_NN']"
k_NN,55,0,"['k_NNP', 'k_NN', 'k_NNS']"
ideally_RB,27,0,['ideally_RB']
brandeis_NN,11,0,['brandeis_NNP']
monica_NN,33,0,['monica_NNP']
ruth_NN,77,0,"['ruth_NNP', 'ruth_NN']"
responsiveness_NN,15,0,['responsiveness_NN']
efficiently_RB,27,0,['efficiently_RB']
elaine_NN,31,0,['elaine_NNP']
tho_NN,14,0,"['tho_NN', 'tho_NNP']"
canal_NN,40,0,"['canal_NN', 'canal_NNS', 'canal_NNP']"
delicious_JJ,87,0,['delicious_JJ']
ld_NN,22,0,['ld_NNP']
sunni_NN,95,0,"['sunni_NNPS', 'sunni_NNP', 'sunni_NNS']"
smoky_JJ,11,0,['smoky_JJ']
paperback_NN,11,0,"['paperback_NN', 'paperback_NNS']"
purposely_RB,17,0,['purposely_RB']
am_NN,22,0,['am_NNP']
oftentimes_NN,26,0,"['oftentimes_NNS', 'oftentimes_NNPS']"
sox_NN,24,0,"['sox_NNP', 'sox_NNPS']"
overload_VB,42,0,"['overload_VBD', 'overload_VBN', 'overload_VBG']"
ph.d._NN,28,0,['ph.d._NNP']
pierce_NN,17,0,"['pierce_NNP', 'pierce_NN']"
marginalization_NN,22,0,['marginalization_NN']
syntax_NN,26,0,['syntax_NN']
regression_NN,10,0,"['regression_NN', 'regression_NNS']"
lizard_NN,12,0,"['lizard_NN', 'lizard_NNS']"
thrilling_JJ,26,0,['thrilling_JJ']
ie_NN,14,0,"['ie_NN', 'ie_NNP']"
sour_JJ,40,0,['sour_JJ']
japanese_NN,51,0,"['japanese_NNP', 'japanese_NNPS', 'japanese_NNS', 'japanese_NN']"
ennoble_VB,16,0,"['ennoble_VBN', 'ennoble_VB', 'ennoble_VBD', 'ennoble_VBZ']"
clip_NN,33,0,"['clip_NN', 'clip_NNS']"
entertaining_JJ,47,0,['entertaining_JJ']
obama_NN,19,0,['obama_NNP']
engulf_VB,31,0,"['engulf_VBN', 'engulf_VBD', 'engulf_VB', 'engulf_VBZ', 'engulf_VBP', 'engulf_VBG']"
mann_NN,28,0,['mann_NNP']
lol_NN,20,0,"['lol_NNP', 'lol_NN']"
airline_NN,64,0,"['airline_NN', 'airline_NNP', 'airline_NNS', 'airline_NNPS']"
locality_NN,21,0,"['locality_NN', 'locality_NNS']"
princeton_NN,34,0,['princeton_NNP']
drastic_JJ,32,0,['drastic_JJ']
furious_JJ,55,0,['furious_JJ']
grave_NN,35,0,['grave_NN']
rick_NN,64,0,['rick_NNP']
mantle_NN,12,0,"['mantle_NN', 'mantle_NNP']"
gladly_RB,28,0,['gladly_RB']
denver_NN,23,0,['denver_NNP']
poisoning_NN,21,0,['poisoning_NN']
endorse_VB,68,0,"['endorse_VB', 'endorse_VBD', 'endorse_VBN', 'endorse_VBG', 'endorse_VBP', 'endorse_VBZ']"
tim_NN,90,0,"['tim_NNP', 'tim_NN']"
osama_NN,18,0,['osama_NNP']
script_VB,21,0,"['script_VBG', 'script_VBN', 'script_VBD']"
mandy_NN,11,0,['mandy_NNP']
prose_NN,64,0,"['prose_NN', 'prose_NNP']"
pepper_NN,13,0,"['pepper_NNP', 'pepper_NN', 'pepper_NNS']"
departmental_JJ,35,0,['departmental_JJ']
sooooo_RB,11,0,['sooooo_RB']
directive_NN,31,0,"['directive_NNS', 'directive_NN', 'directive_NNP', 'directive_NNPS']"
whack_VB,19,0,"['whack_VBP', 'whack_VBZ', 'whack_VB', 'whack_VBN', 'whack_VBG']"
hers_NN,86,0,['hers_NNS']
acronym_NN,10,0,"['acronym_NN', 'acronym_NNS']"
stimulant_NN,27,0,"['stimulant_NN', 'stimulant_NNS']"
crumple_VB,10,0,"['crumple_VBN', 'crumple_VBG', 'crumple_VB', 'crumple_VBP']"
unnerved_JJ,15,0,['unnerved_JJ']
uproot_VB,23,0,"['uproot_VBN', 'uproot_VBG', 'uproot_VBD', 'uproot_VB']"
dosage_NN,12,0,['dosage_NN']
momentous_JJ,24,0,['momentous_JJ']
aggravation_NN,12,0,['aggravation_NN']
drowsiness_NN,51,0,['drowsiness_NN']
intoxication_NN,71,0,['intoxication_NN']
refrigerator_NN,13,0,['refrigerator_NN']
saga_NN,14,0,"['saga_NNS', 'saga_NN', 'saga_NNP']"
out-of-place_JJ,18,0,['out-of-place_JJ']
rant_NN,22,0,"['rant_NN', 'rant_NNS']"
psychotic_JJ,12,0,['psychotic_JJ']
smoker_NN,99,0,"['smoker_NNS', 'smoker_NN']"
tease_VB,57,0,"['tease_VBN', 'tease_VBG', 'tease_VB', 'tease_VBP', 'tease_VBD', 'tease_VBZ']"
non-verbal_JJ,17,0,['non-verbal_JJ']
racing_NN,51,0,['racing_NN']
weirdly_RB,15,0,['weirdly_RB']
dig_VB,62,0,"['dig_VB', 'dig_VBP', 'dig_VBZ', 'dig_VBD', 'dig_VBN', 'dig_VBG']"
allure_NN,16,0,['allure_NN']
misdirect_VB,11,0,"['misdirect_VBN', 'misdirect_VB', 'misdirect_VBG']"
crystallize_VB,21,0,"['crystallize_VB', 'crystallize_VBZ', 'crystallize_VBD', 'crystallize_VBN', 'crystallize_VBG']"
obliterate_VB,27,0,"['obliterate_VB', 'obliterate_VBZ', 'obliterate_VBG', 'obliterate_VBN', 'obliterate_VBD']"
anxiously_RB,12,0,['anxiously_RB']
foggy_JJ,23,0,['foggy_JJ']
anguished_JJ,24,0,['anguished_JJ']
buddha_NN,72,0,"['buddha_NNP', 'buddha_NNPS', 'buddha_NN']"
modem_NN,16,0,"['modem_NN', 'modem_NNS']"
intoxicating_JJ,11,0,['intoxicating_JJ']
trail_VB,35,0,"['trail_VBZ', 'trail_VBG', 'trail_VBD', 'trail_VB']"
comic_JJ,56,0,['comic_JJ']
offensive_JJ,103,0,['offensive_JJ']
unmistakably_RB,24,0,['unmistakably_RB']
whisker_NN,17,0,"['whisker_NNS', 'whisker_NN']"
full_NN,12,0,['full_NNP']
msm_NN,14,0,['msm_NNP']
troll_NN,22,0,"['troll_NN', 'troll_NNS', 'troll_NNP']"
brit_NN,21,0,"['brit_NNS', 'brit_NNPS', 'brit_NN', 'brit_NNP']"
florence_NN,23,0,"['florence_NNP', 'florence_NN']"
adversarial_JJ,17,0,['adversarial_JJ']
panther_NN,17,0,"['panther_NN', 'panther_NNPS', 'panther_NNP', 'panther_NNS']"
citizenry_NN,28,0,['citizenry_NN']
intimidating_JJ,22,0,['intimidating_JJ']
usurp_VB,11,0,"['usurp_VBG', 'usurp_VBD', 'usurp_VB', 'usurp_VBN']"
shine_VB,29,0,"['shine_VB', 'shine_VBP', 'shine_VBD', 'shine_VBN']"
certificate_NN,31,0,"['certificate_NN', 'certificate_NNS', 'certificate_NNP']"
harden_VB,60,0,"['harden_VBG', 'harden_VB', 'harden_VBN', 'harden_VBZ', 'harden_VBP']"
needlessly_RB,24,0,['needlessly_RB']
award-winning_JJ,12,0,['award-winning_JJ']
sleepiness_NN,17,0,['sleepiness_NN']
burnt_JJ,15,0,['burnt_JJ']
narcissistic_JJ,11,0,['narcissistic_JJ']
cheese_NN,29,0,"['cheese_NNP', 'cheese_NN', 'cheese_NNS']"
nerd_NN,14,0,"['nerd_NN', 'nerd_NNS', 'nerd_NNP']"
inconsequential_JJ,19,0,['inconsequential_JJ']
eyelid_NN,41,0,"['eyelid_NN', 'eyelid_NNS']"
tablet_NN,25,0,"['tablet_NNP', 'tablet_NNS', 'tablet_NNPS', 'tablet_NN']"
nonsense_NN,25,0,['nonsense_NN']
stetson_NN,17,0,"['stetson_NNP', 'stetson_NN']"
bite_VB,107,0,"['bite_VBZ', 'bite_VBP', 'bite_VBN', 'bite_VBG', 'bite_VB']"
novelist_NN,31,0,"['novelist_NN', 'novelist_NNS']"
frist_NN,13,0,['frist_NNP']
specialty_NN,30,0,"['specialty_NN', 'specialty_NNP', 'specialty_NNS']"
veto_NN,15,0,"['veto_NN', 'veto_NNS']"
firefighter_NN,47,0,"['firefighter_NNS', 'firefighter_NN', 'firefighter_NNP', 'firefighter_NNPS']"
gosh_NN,22,0,"['gosh_NN', 'gosh_NNP']"
fortification_NN,12,0,"['fortification_NN', 'fortification_NNS']"
shiny_JJ,20,0,"['shiny_JJ', 'shiny_JJR']"
deflate_VB,45,0,"['deflate_VBN', 'deflate_VBZ', 'deflate_VB', 'deflate_VBG', 'deflate_VBD']"
lydia_NN,31,0,['lydia_NNP']
intently_RB,20,0,['intently_RB']
mercury_NN,27,0,"['mercury_NN', 'mercury_NNP']"
bet_NN,28,0,"['bet_NN', 'bet_NNS', 'bet_NNP']"
negativity_NN,25,0,"['negativity_NN', 'negativity_NNS']"
tech_NN,98,0,"['tech_NNS', 'tech_NNP', 'tech_NN']"
jr._NN,36,0,"['jr._NNP', 'jr._NN']"
thats_NN,38,0,"['thats_NNS', 'thats_NNP']"
chipper_NN,17,0,"['chipper_NN', 'chipper_NNP']"
predator_NN,19,0,"['predator_NN', 'predator_NNP', 'predator_NNS']"
stutter_VB,10,0,"['stutter_VBG', 'stutter_VBZ']"
frisky_JJ,36,0,['frisky_JJ']
tingly_RB,27,0,['tingly_RB']
politicize_VB,11,0,"['politicize_VBN', 'politicize_VB', 'politicize_VBG']"
derogatory_JJ,13,0,['derogatory_JJ']
itchy_JJ,87,0,['itchy_JJ']
bully_VB,115,0,"['bully_VBG', 'bully_VBN', 'bully_VBZ', 'bully_VBD']"
woefully_RB,23,0,['woefully_RB']
barker_NN,12,0,"['barker_NNP', 'barker_NN', 'barker_NNS']"
tremble_NN,14,0,"['tremble_NN', 'tremble_NNS']"
carbon_NN,42,0,"['carbon_NNP', 'carbon_NN', 'carbon_NNS']"
radiation_NN,71,0,"['radiation_NN', 'radiation_NNP']"
sinclair_NN,27,0,['sinclair_NNP']
conspiracy_NN,35,0,"['conspiracy_NN', 'conspiracy_NNS']"
clerk_NN,40,0,"['clerk_NNS', 'clerk_NN', 'clerk_NNP', 'clerk_NNPS']"
bandwidth_NN,13,0,"['bandwidth_NN', 'bandwidth_NNP']"
goodbye_NN,20,0,"['goodbye_NN', 'goodbye_NNS', 'goodbye_NNP']"
journalism_NN,61,0,"['journalism_NN', 'journalism_NNP']"
header_NN,14,0,"['header_NN', 'header_NNS']"
valve_NN,13,0,"['valve_NNS', 'valve_NN']"
mansion_NN,14,0,"['mansion_NN', 'mansion_NNP']"
blue-collar_JJ,13,0,['blue-collar_JJ']
dj_NN,20,0,"['dj_NNPS', 'dj_NNP', 'dj_NNS']"
magnanimous_JJ,17,0,['magnanimous_JJ']
negligent_JJ,13,0,['negligent_JJ']
lawrence_NN,59,0,['lawrence_NNP']
watkins_NN,11,0,['watkins_NNP']
horrendous_JJ,13,0,['horrendous_JJ']
bernstein_NN,19,0,['bernstein_NNP']
mcnamara_NN,22,0,['mcnamara_NNP']
lodge_NN,16,0,"['lodge_NNP', 'lodge_NNS']"
any_NN,22,0,['any_NNP']
doll_NN,36,0,"['doll_NNS', 'doll_NN', 'doll_NNP']"
angered_JJ,15,0,['angered_JJ']
amend_VB,37,0,"['amend_VBD', 'amend_VB', 'amend_VBZ', 'amend_VBN', 'amend_VBG', 'amend_VBP']"
disloyal_JJ,42,0,['disloyal_JJ']
collage_NN,18,0,"['collage_NN', 'collage_NNS']"
tenuous_JJ,17,0,['tenuous_JJ']
obscurity_NN,15,0,['obscurity_NN']
peppy_JJ,16,0,"['peppy_JJ', 'peppy_JJR']"
parallel_VB,17,0,"['parallel_VB', 'parallel_VBZ', 'parallel_VBP', 'parallel_VBG', 'parallel_VBN', 'parallel_VBD']"
hysteria_NN,23,0,"['hysteria_NN', 'hysteria_NNP']"
sizeable_JJ,14,0,['sizeable_JJ']
buoy_VB,27,0,"['buoy_VBN', 'buoy_VBZ', 'buoy_VBD']"
cloak_NN,27,0,"['cloak_NN', 'cloak_NNS']"
erin_NN,20,0,['erin_NNP']
comfy_JJ,37,0,"['comfy_JJ', 'comfy_JJR']"
unparalleled_JJ,26,0,['unparalleled_JJ']
persuasive_JJ,32,0,['persuasive_JJ']
asphalt_NN,26,0,['asphalt_NN']
cryptic_JJ,11,0,['cryptic_JJ']
roundtable_NN,14,0,"['roundtable_NNP', 'roundtable_NN', 'roundtable_NNS', 'roundtable_NNPS']"
kindergarten_NN,32,0,"['kindergarten_NN', 'kindergarten_NNP', 'kindergarten_NNS']"
weep_VB,68,0,"['weep_VBG', 'weep_VBD', 'weep_VBZ', 'weep_VBP']"
exhaustive_JJ,10,0,['exhaustive_JJ']
deteriorate_VB,78,0,"['deteriorate_VBP', 'deteriorate_VBG', 'deteriorate_VBN', 'deteriorate_VB', 'deteriorate_VBD', 'deteriorate_VBZ']"
kelly_NN,66,0,['kelly_NNP']
confound_VB,34,0,"['confound_VBG', 'confound_VBN', 'confound_VB', 'confound_VBP', 'confound_VBD', 'confound_VBZ']"
kill_NN,11,0,['kill_NN']
premonition_NN,20,0,"['premonition_NN', 'premonition_NNS', 'premonition_NNP']"
stroup_NN,11,0,['stroup_NNP']
cocktail_NN,14,0,"['cocktail_NN', 'cocktail_NNP', 'cocktail_NNS']"
marihuana_NN,11,0,"['marihuana_NN', 'marihuana_NNS']"
covering_NN,12,0,"['covering_NNS', 'covering_NN', 'covering_NNP']"
cleric_NN,16,0,"['cleric_NNS', 'cleric_NN']"
subcommittee_NN,141,0,"['subcommittee_NN', 'subcommittee_NNP', 'subcommittee_NNS']"
underfoot_RB,11,0,['underfoot_RB']
dissociate_VB,30,0,"['dissociate_VBN', 'dissociate_VBG', 'dissociate_VB', 'dissociate_VBP']"
responsibly_RB,10,0,['responsibly_RB']
boundless_JJ,34,0,['boundless_JJ']
bridge_VB,19,0,"['bridge_VB', 'bridge_VBG', 'bridge_VBN']"
dose_NN,87,0,"['dose_NN', 'dose_NNP']"
sharpness_NN,15,0,['sharpness_NN']
lethargy_NN,35,0,"['lethargy_NN', 'lethargy_NNP']"
unsteadiness_NN,12,0,['unsteadiness_NN']
pleasantly_RB,77,0,['pleasantly_RB']
socioeconomic_JJ,10,0,['socioeconomic_JJ']
dash_NN,14,0,"['dash_NNS', 'dash_NN', 'dash_NNP']"
penitence_NN,19,0,['penitence_NN']
spare_JJ,57,0,['spare_JJ']
good-natured_JJ,17,0,['good-natured_JJ']
reassert_VB,13,0,"['reassert_VB', 'reassert_VBD', 'reassert_VBZ', 'reassert_VBN']"
marked_JJ,46,0,['marked_JJ']
flatten_VB,20,0,"['flatten_VBD', 'flatten_VB', 'flatten_VBN', 'flatten_VBG', 'flatten_VBZ']"
aircraft_NN,32,0,"['aircraft_NN', 'aircraft_NNP', 'aircraft_NNS']"
coordination_NN,61,0,"['coordination_NN', 'coordination_NNP']"
screening_NN,39,0,"['screening_NN', 'screening_NNS', 'screening_NNP']"
divest_VB,20,0,"['divest_VB', 'divest_VBG', 'divest_VBN']"
pathology_NN,26,0,"['pathology_NN', 'pathology_NNP']"
dysphoria_NN,21,0,"['dysphoria_NN', 'dysphoria_NNP']"
trifling_JJ,13,0,['trifling_JJ']
unsubstantiated_JJ,10,0,['unsubstantiated_JJ']
epidemic_NN,36,0,"['epidemic_NN', 'epidemic_NNS']"
cannabis_NN,30,0,"['cannabis_NN', 'cannabis_NNS', 'cannabis_NNP']"
elusive_JJ,36,0,['elusive_JJ']
nixon_NN,99,0,['nixon_NNP']
upbraid_VB,13,0,"['upbraid_VBG', 'upbraid_VB', 'upbraid_VBN', 'upbraid_VBD']"
sublimity_NN,13,0,"['sublimity_NN', 'sublimity_NNP']"
methadone_NN,27,0,"['methadone_NN', 'methadone_NNP']"
harrison_NN,23,0,['harrison_NNP']
shave_VB,27,0,"['shave_VBN', 'shave_VBG', 'shave_VB', 'shave_VBP', 'shave_VBZ', 'shave_VBD']"
fascinate_VB,36,0,"['fascinate_VBN', 'fascinate_VB', 'fascinate_VBD', 'fascinate_VBZ']"
de_NN,74,0,['de_NNP']
displacement_NN,54,0,"['displacement_NN', 'displacement_NNS']"
barb_NN,20,0,"['barb_NN', 'barb_NNS', 'barb_NNP']"
dispassionate_JJ,11,0,['dispassionate_JJ']
inhibitor_NN,10,0,"['inhibitor_NN', 'inhibitor_NNS']"
predispose_VB,19,0,"['predispose_VB', 'predispose_VBN', 'predispose_VBG', 'predispose_VBP', 'predispose_VBZ']"
ideological_JJ,30,0,['ideological_JJ']
prognosis_NN,14,0,"['prognosis_NN', 'prognosis_NNS']"
brave_JJ,24,0,"['brave_JJS', 'brave_JJR']"
legitimize_VB,22,0,"['legitimize_VB', 'legitimize_VBZ', 'legitimize_VBN', 'legitimize_VBG', 'legitimize_VBD']"
dea_NN,12,0,['dea_NNP']
sumner_NN,11,0,['sumner_NNP']
axis_NN,11,0,"['axis_NN', 'axis_NNP']"
drug-induced_JJ,11,0,['drug-induced_JJ']
addict_NN,66,0,"['addict_NNS', 'addict_NN']"
light-headedness_NN,21,0,['light-headedness_NN']
deja_NN,84,0,"['deja_NNP', 'deja_NN']"
opulent_JJ,11,0,['opulent_JJ']
repudiate_VB,13,0,"['repudiate_VB', 'repudiate_VBN', 'repudiate_VBG', 'repudiate_VBZ', 'repudiate_VBD']"
blessedness_NN,14,0,"['blessedness_NN', 'blessedness_NNP']"
brass_NN,27,0,"['brass_NN', 'brass_NNP']"
languor_NN,22,0,['languor_NN']
prevailing_JJ,18,0,['prevailing_JJ']
establishment_NN,150,0,"['establishment_NN', 'establishment_NNP', 'establishment_NNS']"
neutrality_NN,19,0,['neutrality_NN']
decor_NN,14,0,['decor_NN']
insomuch_NN,11,0,['insomuch_NN']
unrestrained_JJ,12,0,['unrestrained_JJ']
newsprint_NN,10,0,['newsprint_NN']
imposition_NN,36,0,"['imposition_NN', 'imposition_NNS']"
brood_NN,11,0,['brood_NN']
self-reproach_NN,32,0,['self-reproach_NN']
endorphin_NN,26,0,"['endorphin_NNS', 'endorphin_NN']"
palate_NN,16,0,"['palate_NN', 'palate_NNS']"
scepticism_NN,23,0,['scepticism_NN']
back_JJ,102,0,['back_JJ']
remorseful_JJ,45,0,['remorseful_JJ']
alone_JJ,29,0,['alone_JJ']
er_RB,20,0,['er_RB']
impairment_NN,55,0,"['impairment_NNS', 'impairment_NN', 'impairment_NNP']"
two-year_JJ,17,0,['two-year_JJ']
intolerance_NN,43,0,"['intolerance_NN', 'intolerance_NNS']"
thou_NN,134,0,"['thou_NN', 'thou_NNP']"
dost_NN,18,0,"['dost_NN', 'dost_NNP']"
bubble_NN,52,0,"['bubble_NN', 'bubble_NNS', 'bubble_NNP']"
aha_NN,12,0,"['aha_NN', 'aha_NNP']"
roach_NN,10,0,"['roach_NNS', 'roach_NNP', 'roach_NN']"
combatant_NN,19,0,"['combatant_NNS', 'combatant_NN', 'combatant_NNPS']"
mellow_JJ,48,0,['mellow_JJ']
ingestion_NN,19,0,['ingestion_NN']
oversight_NN,52,0,"['oversight_NNP', 'oversight_NN']"
proverbial_JJ,30,0,['proverbial_JJ']
lamb_NN,12,0,"['lamb_NN', 'lamb_NNP', 'lamb_NNS']"
silver_NN,36,0,"['silver_NN', 'silver_NNP']"
bowl_NN,53,0,"['bowl_NN', 'bowl_NNP']"
bigotry_NN,24,0,['bigotry_NN']
exposition_NN,18,0,"['exposition_NN', 'exposition_NNP', 'exposition_NNS']"
inert_JJ,21,0,['inert_JJ']
fallout_NN,34,0,"['fallout_NN', 'fallout_NNP']"
randall_NN,12,0,['randall_NNP']
ten_NN,19,0,['ten_NNS']
lynn_NN,33,0,['lynn_NNP']
cooperative_NN,26,0,"['cooperative_NNP', 'cooperative_NNS', 'cooperative_NN']"
l._NN,25,0,['l._NNP']
morphine_NN,16,0,['morphine_NN']
tribunal_NN,65,0,"['tribunal_NN', 'tribunal_NNS', 'tribunal_NNP']"
montgomery_NN,11,0,['montgomery_NNP']
cocky_JJ,38,0,['cocky_JJ']
stimulating_JJ,10,0,['stimulating_JJ']
sweet_NN,24,0,"['sweet_NNS', 'sweet_NNP']"
magistrate_NN,21,0,"['magistrate_NNP', 'magistrate_NNS', 'magistrate_NNPS', 'magistrate_NN']"
bigot_NN,21,0,"['bigot_NN', 'bigot_NNS']"
parity_NN,13,0,['parity_NN']
dismantle_VB,11,0,"['dismantle_VBG', 'dismantle_VB', 'dismantle_VBN', 'dismantle_VBD']"
probable_JJ,59,0,['probable_JJ']
prescription_NN,48,0,"['prescription_NN', 'prescription_NNP', 'prescription_NNS']"
stoned_JJ,48,0,['stoned_JJ']
perpetual_JJ,44,0,['perpetual_JJ']
trooper_NN,24,0,"['trooper_NNS', 'trooper_NN', 'trooper_NNP']"
fireplace_NN,14,0,['fireplace_NN']
doctoral_JJ,16,0,['doctoral_JJ']
hysterical_JJ,23,0,['hysterical_JJ']
meritorious_JJ,11,0,['meritorious_JJ']
cleverness_NN,11,0,['cleverness_NN']
housewife_NN,30,0,"['housewife_NNS', 'housewife_NN']"
everlasting_JJ,13,0,['everlasting_JJ']
lyle_NN,22,0,['lyle_NNP']
progression_NN,40,0,"['progression_NN', 'progression_NNS']"
janice_NN,10,0,['janice_NNP']
prioritize_VB,20,0,"['prioritize_VBG', 'prioritize_VB', 'prioritize_VBN', 'prioritize_VBD', 'prioritize_VBP']"
